timestamp,device_id,temperature_1,humidity,light_lux,soil_moisture
2026-04-22 | 17:52,ESP32_GH_01,32.4,79.8,4.166667,0
2026-04-22 | 17:52,ESP32_GH_01,32.5,79.4,3.333333,0
2026-04-22 | 17:52,ESP32_GH_01,32.4,78.7,3.333333,0
2026-04-22 | 17:52,ESP32_GH_01,32.4,78.3,1170,0
2026-04-22 | 17:52,ESP32_GH_01,32.4,78.1,3.333333,0
2026-04-22 | 17:52,ESP32_GH_01,32.4,78,19.16667,0
2026-04-22 | 17:52,ESP32_GH_01,32.4,77.9,65.83333,0
2026-04-22 | 17:53,ESP32_GH_01,32.4,77.7,184.1667,0
2026-04-22 | 17:53,ESP32_GH_01,32.4,77.6,1244.167,0
2026-04-22 | 17:53,ESP32_GH_01,32.4,77.5,2057.5,0
2026-04-22 | 17:53,ESP32_GH_01,32.4,77.4,240,0
2026-04-22 | 17:53,ESP32_GH_01,32.4,77.3,81.66666,0
2026-04-22 | 17:53,ESP32_GH_01,32.4,77.3,5,0
2026-04-22 | 17:53,ESP32_GH_01,32.3,77.4,1691.667,0
2026-04-22 | 17:53,ESP32_GH_01,32.3,77.4,5,0
2026-04-22 | 17:53,ESP32_GH_01,32.3,77.5,3.333333,0
2026-04-22 | 17:53,ESP32_GH_01,32.3,77.6,3.333333,0
2026-04-22 | 17:53,ESP32_GH_01,32.3,77.6,4.166667,0
2026-04-22 | 17:54,ESP32_GH_01,32.3,77.7,1.666667,0
2026-04-22 | 17:54,ESP32_GH_01,32.4,85.1,1.666667,0
2026-04-22 | 17:54,ESP32_GH_01,32.4,88.5,2.5,0
2026-04-22 | 17:54,ESP32_GH_01,32.5,87.7,2.5,0
2026-04-22 | 17:54,ESP32_GH_01,32.5,85.1,2.5,0
2026-04-22 | 17:54,ESP32_GH_01,32.5,83,1.666667,0
2026-04-22 | 17:54,ESP32_GH_01,32.5,85.4,2.5,0
2026-04-22 | 17:54,ESP32_GH_01,32.6,89.8,3.333333,0
2026-04-22 | 17:54,ESP32_GH_01,32.6,87.9,4.166667,0
2026-04-22 | 17:54,ESP32_GH_01,32.6,85.2,4.166667,0
2026-04-22 | 17:54,ESP32_GH_01,32.6,82.9,3.333333,0
2026-04-22 | 17:54,ESP32_GH_01,32.6,81.7,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.6,80.9,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.6,80.1,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,79.5,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,79.1,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,78.9,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,79,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,79.1,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,79,4.166667,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,79.1,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,79,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,78.7,3.333333,0
2026-04-22 | 17:55,ESP32_GH_01,32.5,78.6,3.333333,0
2026-04-22 | 17:56,ESP32_GH_01,32.5,78.6,3.333333,0
2026-04-22 | 17:56,ESP32_GH_01,32.5,78.5,3.333333,0
2026-04-22 | 17:56,ESP32_GH_01,32.4,78.2,3.333333,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.3,20.83333,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.4,20.83333,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.4,20.83333,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.5,20,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.5,20.83333,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.5,20,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.4,19.16667,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.3,20,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.4,15.83333,0
2026-04-23 | 14:20,ESP32_GH_01,33.3,76.7,5,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.7,4.166667,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.8,8.333333,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.7,10.83333,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.6,10.83333,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.6,14.16667,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.6,15.83333,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.5,9.166666,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.6,8.333333,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.6,8.333333,0
2026-04-23 | 14:21,ESP32_GH_01,33.3,76.6,8.333333,0
2026-04-23 | 14:21,ESP32_GH_01,33.2,76.5,8.333333,0
2026-04-23 | 14:21,ESP32_GH_01,33.2,76.4,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.2,76.4,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.2,76.4,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.2,76.4,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.2,76.4,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.2,76.4,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.2,76.5,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.1,76.4,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.1,76.5,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.1,76.5,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.1,76.7,7.5,0
2026-04-23 | 14:22,ESP32_GH_01,33.2,76.7,7.5,0
2026-04-23 | 14:23,ESP32_GH_01,33.1,77.1,7.5,0
2026-04-23 | 14:23,ESP32_GH_01,33.1,77.1,7.5,0
2026-04-23 | 14:23,ESP32_GH_01,33.1,77.5,7.5,0
2026-04-23 | 14:23,ESP32_GH_01,33.2,77.4,8.333333,0
2026-04-23 | 14:23,ESP32_GH_01,33.1,77.3,10,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,77.3,11.66667,0
2026-04-23 | 14:24,ESP32_GH_01,33.1,77,10.83333,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,76.9,9.166666,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,77,9.166666,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,77,10.83333,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,76.9,13.33333,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,76.9,11.66667,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,76.9,10,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,77.1,8.333333,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,77.3,8.333333,0
2026-04-23 | 14:24,ESP32_GH_01,33.2,77.2,8.333333,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,29.9,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:02,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.3,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.2,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.2,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.1,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.1,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.1,0,0
2026-04-23 | 16:03,ESP32_GH_01,30,87.1,0,0
2026-04-23 | 16:03,ESP32_GH_01,29.9,87.1,233.3333,0
2026-04-23 | 16:03,ESP32_GH_01,29.9,87.1,233.3333,0
2026-04-23 | 16:03,ESP32_GH_01,29.9,87.3,74.16666,0
2026-04-23 | 16:03,ESP32_GH_01,29.9,87.3,74.16666,0
2026-04-23 | 16:04,ESP32_GH_01,30,87.2,60.83333,0
2026-04-23 | 16:04,ESP32_GH_01,30,87.2,60.83333,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 19:57,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.6,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.6,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.7,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.6,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.6,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 19:58,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.4,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.4,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.2,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.2,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.2,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.3,89.2,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.4,89.2,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.4,89.2,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.4,89.3,6.666667,0
2026-04-23 | 19:59,ESP32_GH_01,27.4,89.2,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89.2,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89.1,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:00,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.4,89,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.3,89.1,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.3,89.1,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.3,89.1,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.3,89.2,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.3,89.2,6.666667,0
2026-04-23 | 20:01,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.3,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.4,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.6,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.5,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.6,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.2,89.6,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.3,89.6,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.2,89.6,6.666667,0
2026-04-23 | 20:02,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.7,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.8,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 20:03,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,89.9,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.2,89.9,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,90,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,90,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,90.1,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,90.1,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,90.1,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,90.2,6.666667,0
2026-04-23 | 20:04,ESP32_GH_01,27.1,90.2,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.1,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.2,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.2,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:05,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.5,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.5,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.5,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.5,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:06,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.3,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.2,7.5,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.2,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.2,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.1,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90.1,6.666667,0
2026-04-23 | 20:07,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90.1,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90.1,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90.1,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.2,90.1,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.1,90.2,6.666667,0
2026-04-23 | 20:08,ESP32_GH_01,27.1,90.2,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.1,90.2,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.1,90.3,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.1,90.4,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.2,90.5,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:09,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.3,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.4,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.3,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.3,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.2,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.3,6.666667,0
2026-04-23 | 20:10,ESP32_GH_01,27.2,90.2,6.666667,0
